Day,Time (UTC),Strand,Room,Order,Theme,Authors,Title,Abstract ID & link,Country
Saturday,14,2,2,3,Performance and improvisation,"Schlegel, Amanda; Springer, Greg; Harrington, Ann",Wind Instrumentalists Focused Attention to Pitch and Timbre,509,United States of America
Saturday,14,3,3,1,Memory,"Lamont, Alexandra; Loveday, Catherine; Casas Mas, Amalia; Christina, Anagnostopoulou; Taruffi, Liila",Desert Island Discs: Favourite music for times of crisis,535,France
Saturday,14,3,3,2,Memory,"Cho, Eun; Graham, Owain. J.; Chagas, Paulo C.",Music-evoked autobiographical memories and nostalgia : A study of a young adult cohort,404,USA
Saturday,14,3,3,3,Felt emotion,"Clemente, Ana; Friberg, Anders; Holzapfel, André",Perceived Affect in Sensory Valuation Across Domains,314,Sweden
Saturday,14,4,4,1,Felt emotion,"Schäfer, Thomas; Kreuzburg, Patricia",They shall dance! A comparison of the effects of dancing to electronic music and the additional intake of illegal drugs on the experience of ecstatic trance,277,Germany
Saturday,14,4,4,2,Felt emotion [Best paper],"Lennie, Thomas M.",Future Directions in Music & Emotion Science: what skeptical models of emotion can add to music & emotion science,647,UK
Saturday,14,5,S,1,Mental Imagery (S),"Küssner, Mats B.; Taruffi, Liila",Symposium: Mental Imagery,377,Germany
Saturday,14,5,S,3,Mental Imagery (S),"Wilain, Stephanie; Omigie, Diana; Küssner, Mats B.; Taruffi, Liila; Floridou, Georgia A.",The Multimodal Mental Imagery of Music Scale (MMIMS): A novel instrument for measuring individual differences in multimodal mental imagery during music listening,370,Belgique
Saturday,14,5,S,3,Mental Imagery (S),"Hashim, Sarah; Küssner, Mats B.; Weinreich, André; Omigie, Diana",Predicting Music-Induced Visual Imagery using Occipital Alpha,674,United Kingdom
Saturday,15,5,S,2,Mental Imagery (S),"Herff, Steffen A.; Taruffi, Liila; Cecchetti, Gabriele; Déguernel, Ken",Empirical characterisation of the effect of music on imagination,269,Switzerland
Saturday,15,5,S,2,Mental Imagery (S),"Pérez-Acosta, Gabriela",Understanding mental representations during performance practice through the experience of expert musicians,431,Mexico
Saturday,15,1,1,1,Rhythm and timing,"Kim, Ji Chul; Hall, Caitrín; Paxton, Alexandra; Large, Edward W.",Dynamical systems modeling of human-metronome phasing performance,519,USA
Saturday,15,1,1,2,Rhythm and timing,"Park, Seok Beom; Lee, Kyung Myun",Effects of microtiming deviations between two instruments on the groove experience.,528,Korea
Saturday,15,2,2,1,Performance and improvisation,"Pearson, Lara; Pouw, Wim","Gesture-vocalization coupling: Connectivity between sound, body and forces in Karnatak vocal performance",388,Germany
Saturday,15,2,2,2,Performance and improvisation,"Cross, Peter; Goldman, Andrew Jacob",Lick Occurrence is Dependent on Metrical Placement in Jazz Solos,135,USA
Saturday,15,3,3,1,Memory,"Jakubowski, Kelly; Belfi, Amy; Eerola, Tuomas",Age and gender differences in music-evoked autobiographical memories,119,UK
Saturday,15,3,3,2,Memory,"Jakubowski, Kelly; Eerola, Tuomas","Is music distinctive as a cue for autobiographical memories? Comparing emotionally matched music, sounds, and words as retrieval cues",121,UK
Saturday,15,3,3,3,Memory,"Spyra, Joanna M.; Woolhouse, Matthew",Contribution of Surface Features on Large-Scale Tonal Memory,653,Canada
Saturday,16,1,K,1,Closing Session,"Doffman, Mark",Closing session and plenary discussion,2011,UK
